source_url,event_title,fighter_1_name,fighter_2_name,fav_price,fav_won,GROSS_PAYOUT,PNL,SUMMARY
https://polymarket.com/sports/ufc/ufc-leo-car19-2025-11-15,UFC 322: Edwards vs. Prates (Welterweight	 Main Card),UFC 322: Edwards,Prates (Welterweight	 Main Card),0.625,True,1600.0,600.0,
https://polymarket.com/sports/ufc/ufc-ben2-ben8-2025-11-15,UFC 322: Dariush vs. Saint Denis (Lightweight	 Main Card),UFC 322: Dariush,Saint Denis (Lightweight	 Main Card),0.65,True,1538.4615384615383,538.4615384615383,
https://polymarket.com/sports/ufc/ufc-sea4-mic14-2025-11-15,UFC 322: Brady vs. Morales (Welterweight	 Main Card),UFC 322: Brady,Morales (Welterweight	 Main Card),0.535,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-rod1-bon-2025-11-15,UFC 322: Vieira vs. Nickal (Middleweight	 Prelims),UFC 322: Vieira,Nickal (Middleweight	 Prelims),0.685,True,1459.85401459854,459.85401459854006,
https://polymarket.com/sports/ufc/ufc-tra-eri3-2025-11-15,UFC 322: Cortez vs. Blanchfield (Women's Flyweight	 Prelims),UFC 322: Cortez,Blanchfield (Women's Flyweight	 Prelims),0.685,True,1459.85401459854,459.85401459854006,
https://polymarket.com/sports/ufc/ufc-ger1-kyl3-2025-11-15,UFC 322: Meerschaert vs. Daukaus (Middleweight	 Early Prelims),UFC 322: Meerschaert,Daukaus (Middleweight	 Early Prelims),0.76,True,1315.7894736842104,315.7894736842104,
https://polymarket.com/sports/ufc/ufc-eri15-bai1-2025-11-15,UFC 322: McConico vs. Susurkaev (Middleweight	 Early Prelims),UFC 322: McConico,Susurkaev (Middleweight	 Early Prelims),0.875,True,1142.857142857143,142.8571428571429,
https://polymarket.com/sports/ufc/ufc-ang-fat-2025-11-15,UFC 322: Hill vs. Kline (Women's Strawweight	 Early Prelims),UFC 322: Hill,Kline (Women's Strawweight	 Early Prelims),0.805,True,1242.2360248447205,242.23602484472053,
https://polymarket.com/sports/ufc/ufc-che7-pat2-2025-11-15,UFC 322: Mariscal vs. Sabatini (Featherweight	 Early Prelims),UFC 322: Mariscal,Sabatini (Featherweight	 Early Prelims),0.555,True,1801.8018018018017,801.8018018018017,
https://polymarket.com/sports/ufc/ufc-dan6-arm-2025-11-22,UFC Fight Night: Hooker vs. Tsarukyan (Lightweight	 Main Card),UFC Fight Night: Hooker,Tsarukyan (Lightweight	 Main Card),0.82,True,1219.5121951219512,219.5121951219512,
https://polymarket.com/sports/ufc/ufc-bel-ian1-2025-11-22,UFC Fight Night: Muhammad vs. Machado Garry (Welterweight	 Main Card),UFC Fight Night: Muhammad,Machado Garry (Welterweight	 Main Card),0.685,True,1459.85401459854,459.85401459854006,
https://polymarket.com/sports/ufc/ufc-jac1-myk-2025-11-22,UFC Fight Night: Hermansson vs. Orolbai (Welterweight	 Main Card),UFC Fight Night: Hermansson,Orolbai (Welterweight	 Main Card),0.685,True,1459.85401459854,459.85401459854006,
https://polymarket.com/sports/ufc/ufc-raf9-abd8-2025-11-22,UFC Fight Night: Cerqueira vs. Yakhyaev (Light Heavyweight	 Prelims),UFC Fight Night: Cerqueira,Yakhyaev (Light Heavyweight	 Prelims),0.89,True,1123.5955056179776,123.59550561797755,
https://polymarket.com/sports/ufc/ufc-she6-nur-2025-11-22,UFC Fight Night: Rock vs. Aliev (Lightweight	 Prelims),UFC Fight Night: Rock,Aliev (Lightweight	 Prelims),0.695,True,1438.8489208633096,438.84892086330956,
https://polymarket.com/sports/ufc/ufc-wal2-sha27-2025-11-22,UFC Fight Night: Cortes-Acosta vs. Gaziev (Heavyweight	 Main Card),UFC Fight Night: Cortes-Acosta,Gaziev (Heavyweight	 Main Card),0.995,True,1005.0251256281407,5.0251256281406995,
https://polymarket.com/sports/ufc/ufc-ale8-jos49-2025-12-06,UFC 323: Pantoja vs. Van (Flyweight	 Main Card),UFC 323: Pantoja,Van (Flyweight	 Main Card),0.705,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-bra2-tat1-2025-12-06,UFC 323: Moreno vs. Taira (Flyweight	 Main Card),UFC 323: Moreno,Taira (Flyweight	 Main Card),0.5,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-hen-pay-2025-12-06,UFC 323: Cejudo vs. Talbott (Bantamweight	 Main Card),UFC 323: Cejudo,Talbott (Bantamweight	 Main Card),0.685,True,1459.85401459854,459.85401459854006,
https://polymarket.com/sports/ufc/ufc-kar5-may-2025-12-06,UFC 323: Silva vs. Barber (Women's Flyweight	 Prelims),UFC 323: Silva,Barber (Women's Flyweight	 Prelims),0.62,True,1612.9032258064517,612.9032258064517,
https://polymarket.com/sports/ufc/ufc-far-naz-2025-12-06,UFC 323: Ziam vs. Sadykhov (Lightweight	 Prelims),UFC 323: Ziam,Sadykhov (Lightweight	 Prelims),0.56,True,1785.7142857142856,785.7142857142856,
https://polymarket.com/sports/ufc/ufc-mar15-bru9-2025-12-06,UFC 323: Vettori vs. Ferreira (Middleweight	 Early Prelims),UFC 323: Vettori,Ferreira (Middleweight	 Early Prelims),0.52,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-eds-jal-2025-12-06,UFC 323: Barboza vs. Turner (Lightweight	 Early Prelims),UFC 323: Barboza,Turner (Lightweight	 Early Prelims),0.665,True,1503.7593984962405,503.75939849624046,
https://polymarket.com/sports/ufc/ufc-ant6-man14-2025-12-06,UFC 323: Trocoli vs. Abdul-Malik (Middleweight	 Early Prelims),UFC 323: Trocoli,Abdul-Malik (Middleweight	 Early Prelims),0.86,True,1162.7906976744187,162.79069767441865,
https://polymarket.com/sports/ufc/ufc-muh-mai5-2025-12-06,UFC 323: Naimov vs. Santos (Featherweight	 Early Prelims),UFC 323: Naimov,Santos (Featherweight	 Early Prelims),0.68,True,1470.5882352941176,470.58823529411757,
https://polymarket.com/sports/ufc/ufc-ibo-iwo-2025-12-06,UFC 323: Aslan vs. Baraniewski (Light Heavyweight	 Early Prelims),UFC 323: Aslan,Baraniewski (Light Heavyweight	 Early Prelims),0.64,True,1562.5,562.5,
https://polymarket.com/sports/ufc/ufc-man1-bra6-2025-12-13,UFC Fight Night: Kape vs. Royval (Flyweight	 Main Card),UFC Fight Night: Kape,Royval (Flyweight	 Main Card),0.645,True,1550.3875968992247,550.3875968992247,
https://polymarket.com/sports/ufc/ufc-ces2-cez1-2025-12-13,UFC Fight Night: Almeida vs. Oleksiejczuk (Middleweight	 Main Card),UFC Fight Night: Almeida,Oleksiejczuk (Middleweight	 Main Card),0.545,True,1834.8623853211009,834.8623853211009,
https://polymarket.com/sports/ufc/ufc-mor-mel4-2025-12-13,UFC Fight Night: Charrière vs. Costa (Featherweight	 Main Card),UFC Fight Night: Charrière,Costa (Featherweight	 Main Card),0.55,True,1818.181818181818,818.181818181818,
https://polymarket.com/sports/ufc/ufc-mel8-lua4-2025-12-13,UFC Fight Night: Croden vs. Santos (Women's Bantamweight	 Prelims),UFC Fight Night: Croden,Santos (Women's Bantamweight	 Prelims),0.65,True,1538.4615384615383,538.4615384615383,
https://polymarket.com/sports/ufc/ufc-nei-yar-2025-12-13,UFC Fight Night: Magny vs. Amosov (Welterweight	 Main Card),UFC Fight Night: Magny,Amosov (Welterweight	 Main Card),0.73,True,1369.86301369863,369.8630136986301,
https://polymarket.com/sports/ufc/ufc-gui2-all6-2025-12-13,UFC Fight Night: Pat vs. Frye Jr. (Heavyweight	 Main Card),UFC Fight Night: Pat,Frye Jr. (Heavyweight	 Main Card),0.68,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-jam16-ter3-2025-12-13,UFC Fight Night: Horth vs. Bleda (Women's Flyweight	 Prelims),UFC Fight Night: Horth,Bleda (Women's Flyweight	 Prelims),0.58,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-ste36-sea18-2025-12-13,UFC Fight Night: Asplund vs. Sharaf (Heavyweight	 Main Card),UFC Fight Night: Asplund,Sharaf (Heavyweight	 Main Card),0.685,True,1459.85401459854,459.85401459854006,
https://polymarket.com/sports/ufc/ufc-kin-lan6-2025-12-13,UFC Fight Night: Green vs. Gibson Jr. (Catchweight	 Prelims),UFC Fight Night: Green,Gibson Jr. (Catchweight	 Prelims),0.62,True,1612.9032258064517,612.9032258064517,
https://polymarket.com/sports/ufc/ufc-joa4-isa5-2025-12-13,UFC Fight Night: Brito vs. Thomson (Featherweight	 Prelims),UFC Fight Night: Brito,Thomson (Featherweight	 Prelims),0.665,True,1503.7593984962405,503.75939849624046,
https://polymarket.com/sports/ufc/ufc-arn-jea-2026-01-24,UFC 324: Allen vs. Silva (Featherweight	 Main Card),UFC 324: Allen,Silva (Featherweight	 Main Card),0.6,True,1666.6666666666667,666.6666666666667,
https://polymarket.com/sports/ufc/ufc-jos52-den11-2026-01-24,UFC 324: Hokit vs. Freeman (Heavyweight	 Prelims),UFC 324: Hokit,Freeman (Heavyweight	 Prelims),0.635,True,1574.8031496062993,574.8031496062993,
https://polymarket.com/sports/ufc/ufc-ada7-tym-2026-01-24,UFC 324: Fugitt vs. Miller (Welterweight	 Early Prelims),UFC 324: Fugitt,Miller (Welterweight	 Early Prelims),0.645,True,1550.3875968992247,550.3875968992247,
https://polymarket.com/sports/ufc/ufc-dan6-ben8-2026-01-31,UFC 325: Dan Hooker vs. Benoit Saint Denis (Lightweight	 Main Card),UFC 325: Dan Hooker,Benoit Saint Denis (Lightweight	 Main Card),0.67,True,1492.5373134328358,492.53731343283584,
https://polymarket.com/sports/ufc/ufc-raf-mau4-2026-01-31,UFC 325: Fiziev vs. Ruffy (Lightweight	 Main Card),UFC 325: Fiziev,Ruffy (Lightweight	 Main Card),0.55,False,0.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-tai1-tal2-2026-01-31,UFC 325: Tuivasa vs. Teixeira (Heavyweight	 Main Card),UFC 325: Tuivasa,Teixeira (Heavyweight	 Main Card),0.67,True,1492.5373134328358,492.53731343283584,
https://polymarket.com/sports/ufc/ufc-bil6-jun4-2026-01-31,UFC 325: Elekana vs. Tafa (Light Heavyweight	 Prelims),UFC 325: Elekana,Tafa (Light Heavyweight	 Prelims),0.6,True,1666.6666666666667,666.6666666666667,
https://polymarket.com/sports/ufc/ufc-cod3-cam7-2026-01-31,UFC 325: Brundage vs. Rowston (Middleweight	 Prelims),UFC 325: Brundage,Rowston (Middleweight	 Prelims),0.62,True,1612.9032258064517,612.9032258064517,
