source_url,slug,event_title,event_start_utc,fighter_1_name,fighter_2_name,winner,fighter_1_odds_24h_after_start,fighter_2_odds_24h_after_start,has_fighter_1_won,has_fighter_2_won,moneyline_market_slug,market_question,FAVORITE_ODD,IS_FAVORITE_A_WINNER,GROSS_PAYOUT,PNL,PROFIT,SUMMARY
https://polymarket.com/sports/ufc/ufc-sum-jes12-2026-03-07,ufc-sum-jes12-2026-03-07,UFC 326: Sumudaerji  vs. Jesus Aguilar (Flyweight	 Early Prelims),2026-03-05T22:55:32.367437+00:00,UFC 326: Sumudaerji,Jesus Aguilar (Flyweight	 Early Prelims),UFC 326: Sumudaerji,0.66,0.34,True,False,ufc-sum-jes12-2026-03-07,UFC 326: Sumudaerji  vs. Jesus Aguilar (Flyweight	 Early Prelims),0.66,True,1515.151515151515,515.151515151515,515.151515151515,
https://polymarket.com/sports/ufc/ufc-rod3-luk11-2026-03-07,ufc-rod3-luk11-2026-03-07,UFC 326: Rodolfo Bellato vs. Luke Fernandez (Light Heavyweight	 Early Prelims),2026-03-05T22:04:24.690103+00:00,UFC 326: Rodolfo Bellato,Luke Fernandez (Light Heavyweight	 Early Prelims),UFC 326: Rodolfo Bellato,0.325,0.675,True,False,ufc-rod3-luk11-2026-03-07,UFC 326: Rodolfo Bellato vs. Luke Fernandez (Light Heavyweight	 Early Prelims),0.675,False,0.0,-1000.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-ric12-alb10-2026-03-07,ufc-ric12-alb10-2026-03-07,UFC 326: Ricky Turcios vs. Alberto Montes (Featherweight	 Prelims),2026-02-26T23:03:40.383169+00:00,UFC 326: Ricky Turcios,Alberto Montes (Featherweight	 Prelims),Alberto Montes (Featherweight	 Prelims),0.425,0.575,False,True,ufc-ric12-alb10-2026-03-07,UFC 326: Ricky Turcios vs. Alberto Montes (Featherweight	 Prelims),0.575,True,1739.1304347826087,739.1304347826087,739.1304347826087,
https://polymarket.com/sports/ufc/ufc-diy-raf11-2026-03-07,ufc-diy-raf11-2026-03-07,UFC 326: Diyar Nurgozhay vs. Rafael Tobias (Light Heavyweight	 Prelims),2026-02-26T23:03:48.968045+00:00,UFC 326: Diyar Nurgozhay,Rafael Tobias (Light Heavyweight	 Prelims),UFC 326: Diyar Nurgozhay,0.525,0.475,True,False,ufc-diy-raf11-2026-03-07,UFC 326: Diyar Nurgozhay vs. Rafael Tobias (Light Heavyweight	 Prelims),0.525,True,1904.7619047619046,904.7619047619046,904.7619047619046,
https://polymarket.com/sports/ufc/ufc-cha1-max1-2026-03-07,ufc-cha1-max1-2026-03-07,UFC 326: Charles Oliveira vs. Max Holloway (Lightweight	 Main Card),2026-02-14T23:07:32.459926+00:00,UFC 326: Charles Oliveira,Max Holloway (Lightweight	 Main Card),UFC 326: Charles Oliveira,0.44,0.56,True,False,ufc-cha1-max1-2026-03-07,UFC 326: Charles Oliveira vs. Max Holloway (Lightweight	 Main Card),0.56,False,0.0,-1000.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-cod2-nya-2026-03-07,ufc-cod2-nya-2026-03-07,UFC 326: Cody Durden vs. Nyamjargal Tumendemberel (Flyweight	 Prelims),2026-02-17T23:04:18.932234+00:00,UFC 326: Cody Durden,Nyamjargal Tumendemberel (Flyweight	 Prelims),Nyamjargal Tumendemberel (Flyweight	 Prelims),0.495,0.505,False,True,ufc-cod2-nya-2026-03-07,UFC 326: Cody Durden vs. Nyamjargal Tumendemberel (Flyweight	 Prelims),0.505,True,1980.19801980198,980.1980198019801,980.1980198019801,
https://polymarket.com/sports/ufc/ufc-gre3-bru8-2026-03-07,ufc-gre3-bru8-2026-03-07,UFC 326: Gregory Rodrigues vs. Brunno Ferreira (Middleweight	 Main Card),2026-02-17T23:04:18.936529+00:00,UFC 326: Gregory Rodrigues,Brunno Ferreira (Middleweight	 Main Card),UFC 326: Gregory Rodrigues,0.7,0.3,True,False,ufc-gre3-bru8-2026-03-07,UFC 326: Gregory Rodrigues vs. Brunno Ferreira (Middleweight	 Main Card),0.7,True,1428.5714285714287,428.57142857142867,428.57142857142867,
https://polymarket.com/sports/ufc/ufc-rob2-rau2-2026-03-07,ufc-rob2-rau2-2026-03-07,UFC 326: Rob Font vs. Raul Rosas Jr. (Bantamweight	 Main Card),2026-02-17T23:04:18.935123+00:00,UFC 326: Rob Font,Raul Rosas Jr. (Bantamweight	 Main Card),Raul Rosas Jr. (Bantamweight	 Main Card),0.225,0.775,False,True,ufc-rob2-rau2-2026-03-07,UFC 326: Rob Font vs. Raul Rosas Jr. (Bantamweight	 Main Card),0.775,True,1290.3225806451612,290.3225806451612,290.3225806451612,
https://polymarket.com/sports/ufc/ufc-cod1-xia-2026-03-07,ufc-cod1-xia-2026-03-07,UFC 326: Cody Garbrandt vs. Xiao Long (Bantamweight	 Prelims),2026-02-14T23:07:32.437930+00:00,UFC 326: Cody Garbrandt,Xiao Long (Bantamweight	 Prelims),UFC 326: Cody Garbrandt,0.305,0.695,True,False,ufc-cod1-xia-2026-03-07,UFC 326: Cody Garbrandt vs. Xiao Long (Bantamweight	 Prelims),0.695,False,0.0,-1000.0,-1000.0,
https://polymarket.com/sports/ufc/ufc-rei1-cai2-2026-03-07,ufc-rei1-cai2-2026-03-07,UFC 326: Reinier de Ridder vs. Caio Borralho (Middleweight	 Main Card),2026-02-14T23:07:32.439395+00:00,UFC 326: Reinier de Ridder,Caio Borralho (Middleweight	 Main Card),Caio Borralho (Middleweight	 Main Card),0.42,0.58,False,True,ufc-rei1-cai2-2026-03-07,UFC 326: Reinier de Ridder vs. Caio Borralho (Middleweight	 Main Card),0.58,True,1724.1379310344828,724.1379310344828,724.1379310344828,
https://polymarket.com/sports/ufc/ufc-cod3-don13-2026-03-07,ufc-cod3-don13-2026-03-07,UFC 326: Cody Brundage vs. Donte Johnson (Middleweight	 Prelims),2026-03-04T23:03:51.899178+00:00,UFC 326: Cody Brundage,Donte Johnson (Middleweight	 Prelims),Donte Johnson (Middleweight	 Prelims),0.145,0.855,False,True,ufc-cod3-don13-2026-03-07,UFC 326: Cody Brundage vs. Donte Johnson (Middleweight	 Prelims),0.855,True,1169.5906432748538,169.59064327485385,169.59064327485385,
https://polymarket.com/sports/ufc/ufc-kri-cri1-2026-02-28,ufc-kri-cri1-2026-02-28,UFC Fight Night: Kris Moutinho vs. Cristian Quiñonez (Bantamweight	 Prelims),2026-02-07T23:06:22.342478+00:00,UFC Fight Night: Kris Moutinho,Cristian Quiñonez (Bantamweight	 Prelims),Cristian Quiñonez (Bantamweight	 Prelims),0.24,0.76,False,True,ufc-kri-cri1-2026-02-28,UFC Fight Night: Kris Moutinho vs. Cristian Quiñonez (Bantamweight	 Prelims),0.76,True,1315.7894736842104,315.7894736842104,315.7894736842104,
https://polymarket.com/sports/ufc/ufc-dou-jav3-2026-02-28,ufc-dou-jav3-2026-02-28,UFC Fight Night: Douglas Silva de Andrade vs. Javier Reyes (Featherweight	 Prelims),2026-02-07T23:06:22.240808+00:00,UFC Fight Night: Douglas Silva de Andrade,Javier Reyes (Featherweight	 Prelims),Javier Reyes (Featherweight	 Prelims),0.475,0.525,False,True,ufc-dou-jav3-2026-02-28,UFC Fight Night: Douglas Silva de Andrade vs. Javier Reyes (Featherweight	 Prelims),0.525,True,1904.7619047619046,904.7619047619046,904.7619047619046,
https://polymarket.com/sports/ufc/ufc-wes5-dam11-2026-02-28,ufc-wes5-dam11-2026-02-28,UFC Fight Night: Wes Schultz vs. Damian Pinas (Middleweight	 Prelims),2026-02-07T23:06:22.321173+00:00,UFC Fight Night: Wes Schultz,Damian Pinas (Middleweight	 Prelims),Damian Pinas (Middleweight	 Prelims),0.465,0.535,False,True,ufc-wes5-dam11-2026-02-28,UFC Fight Night: Wes Schultz vs. Damian Pinas (Middleweight	 Prelims),0.535,True,1869.1588785046729,869.1588785046729,869.1588785046729,
https://polymarket.com/sports/ufc/ufc-fra8-eri7-2026-02-28,ufc-fra8-eri7-2026-02-28,UFC Fight Night: Francis Marshall vs. Erik Silva (Featherweight	 Prelims),2026-02-07T23:06:22.368311+00:00,UFC Fight Night: Francis Marshall,Erik Silva (Featherweight	 Prelims),UFC Fight Night: Francis Marshall,0.65,0.35,True,False,ufc-fra8-eri7-2026-02-28,UFC Fight Night: Francis Marshall vs. Erik Silva (Featherweight	 Prelims),0.65,True,1538.4615384615383,538.4615384615383,538.4615384615383,
https://polymarket.com/sports/ufc/ufc-mac-ail1-2026-02-28,ufc-mac-ail1-2026-02-28,UFC Fight Night: Macy Chiasson vs. Ailin Perez (Women's Bantamweight	 Prelims),2026-02-07T23:06:22.318491+00:00,UFC Fight Night: Macy Chiasson,Ailin Perez (Women's Bantamweight	 Prelims),Ailin Perez (Women's Bantamweight	 Prelims),0.24,0.76,False,True,ufc-mac-ail1-2026-02-28,UFC Fight Night: Macy Chiasson vs. Ailin Perez (Women's Bantamweight	 Prelims),0.76,True,1315.7894736842104,315.7894736842104,315.7894736842104,
https://polymarket.com/sports/ufc/ufc-jos51-rya18-2026-02-28,ufc-jos51-rya18-2026-02-28,UFC Fight Night: Jose Daniel Medina vs. Ryan Gandra (Middleweight	 Prelims),2026-02-07T23:06:22.377955+00:00,UFC Fight Night: Jose Daniel Medina,Ryan Gandra (Middleweight	 Prelims),Ryan Gandra (Middleweight	 Prelims),0.275,0.725,False,True,ufc-jos51-rya18-2026-02-28,UFC Fight Night: Jose Daniel Medina vs. Ryan Gandra (Middleweight	 Prelims),0.725,True,1379.3103448275863,379.3103448275863,379.3103448275863,
